,category,image_id,width,height,prompt,bbox_512,num_inference_steps,guidance_scale,seed,orig_nima_mean,orig_nima_std,orig_itm,orig_cos
2731,teddy bear,554579,791,1024,"teddy bear, Three women wearing long dresses standing behind a dog.","[0, 408, 512, 512]",47,9.238421084414568,1938609420,4.6416645,2.3246672,0.332275390625,0.35986328125
2732,teddy bear,315492,612,612,"teddy bear, A girl is playing with a teddy bear in a bathroom.","[0, 100, 512, 512]",44,8.743542842645962,1786372013,3.930156,1.9829341,0.37646484375,0.437744140625
2733,teddy bear,226408,1024,750,"teddy bear, Child laying down with arms extended in the air.","[76, 0, 512, 512]",48,9.264138661438862,2014448640,4.8280697,2.3818562,0.3505859375,0.372802734375
2734,teddy bear,125062,683,1024,"teddy bear, A row of white teddy bears on shelf next to DVDs.","[171, 501, 512, 512]",19,1.2392896102083748,500051954,5.445062,2.5799587,0.365234375,0.416015625
2735,teddy bear,283785,1024,688,"teddy bear, In a library children look on as costumed characters give a presentation","[298, 176, 512, 512]",13,4.935232001165579,168571695,5.3178253,2.6265714,0.1197509765625,0.32470703125
2736,teddy bear,211120,1023,606,"teddy bear, Several teddy bears appear to have a picnic on the grass.","[0, 0, 512, 512]",17,5.364498942795593,388528798,4.4660106,2.1298351,0.4384765625,0.41357421875
2737,teddy bear,319696,1024,683,"teddy bear, A red microwave on a tile kitchen counter.","[441, 0, 512, 512]",42,1.5863877763309675,1701289843,4.6147447,2.2444906,0.254638671875,0.3837890625
2738,teddy bear,370900,1024,765,"teddy bear, A group of white teddy bears on a white table.","[118, 0, 512, 512]",22,1.0506344561145364,644859804,4.277694,2.0570278,0.392822265625,0.391357421875
2739,teddy bear,453341,1024,768,"teddy bear, The living room in a house with many figurines on the shelf","[141, 256, 512, 512]",48,8.475592932741314,2038980991,4.2359242,2.1279843,0.395263671875,0.397216796875
2740,teddy bear,205542,768,1024,"teddy bear, A teddy bear is placed on a metallic sculpture.","[201, 23, 512, 512]",27,9.84972019857558,906032039,5.3858485,2.4904299,0.51708984375,0.449951171875
2741,teddy bear,162035,800,600,"teddy bear, A sign with teddy bears on it is advertising a tea room.","[288, 88, 512, 512]",40,8.061488674054116,1579638338,3.8320935,2.001865,0.263916015625,0.4130859375
2742,teddy bear,117492,1023,685,"teddy bear, A group of families with lots of children in a park.","[77, 173, 512, 512]",32,3.8404314098044585,1182859276,4.654245,2.3192904,0.1131591796875,0.306640625
2743,teddy bear,113403,1023,722,"teddy bear, Three teddy bears laying in bed under the covers.","[305, 87, 512, 512]",31,7.348003341305084,1131072087,5.708262,2.6648595,0.1912841796875,0.43017578125
2744,teddy bear,109827,1024,679,"teddy bear, A teddy bear leaning against a tree next to the road.","[196, 144, 512, 512]",44,3.69262965878422,1827983318,5.9093614,2.6432605,0.293701171875,0.418701171875
2745,teddy bear,82180,1024,680,"teddy bear, A teddy bear and a stuffed raccoon sitting on a faded wooden outdoor chair.","[370, 86, 512, 512]",33,7.666736345881738,1217393872,4.7823253,2.3476331,0.384033203125,0.42431640625
2746,teddy bear,226058,1024,768,"teddy bear, teddy bears dressed up in clothing sitting on a loveseat together","[368, 199, 512, 512]",10,3.517724977734583,29768455,4.7164745,2.296964,0.200927734375,0.399658203125
2747,teddy bear,549136,1024,695,"teddy bear, A barbed wire fence has a teddy bear in it.","[119, 170, 512, 512]",16,8.043318237953184,335554307,4.145324,2.0848007,0.2452392578125,0.434326171875
2748,teddy bear,322844,600,800,"teddy bear, A teddy bear sitting with a Finding Nemo stuffed animal on a bench.","[32, 83, 512, 512]",31,9.88966672205119,1130085198,5.3500433,2.5594428,0.406005859375,0.418212890625
2749,teddy bear,411938,1024,683,"teddy bear, A person holding a huge teddy bear while riding a bike in the street.","[235, 171, 512, 512]",48,9.876146943522146,2002619399,4.524299,2.1624107,0.147705078125,0.370361328125
2750,teddy bear,349480,1024,720,"teddy bear, some teddy bears dressed and posed for a picnic ","[0, 143, 512, 512]",25,8.945763102970082,807025520,5.989569,2.7785892,0.25146484375,0.38818359375
2751,teddy bear,249129,1024,683,"teddy bear, A group of teddy bears sitting at a small table in front of a christmas tree.","[123, 38, 512, 512]",12,9.21529046605526,126659316,4.8277063,2.3182158,0.476318359375,0.409912109375
2752,teddy bear,160556,1023,685,"teddy bear, A young girl sits in front of a computer holding a phone. ","[0, 0, 512, 512]",20,7.373862226928552,544610078,5.513563,2.6478565,0.338623046875,0.377197265625
2753,teddy bear,321333,1023,635,"teddy bear, a couple of young kids are sitting together","[149, 123, 512, 512]",19,5.990471895371578,502803994,4.7603927,2.3278847,0.05712890625,0.396484375
2754,teddy bear,528705,681,1024,"teddy bear, A child with a very cute teddy bear on its back","[14, 322, 512, 512]",11,9.309143872631983,78112099,5.9909363,2.8483896,0.46435546875,0.41162109375
2755,teddy bear,428867,1024,683,"teddy bear, A group of different colored teddy bears sitting on top of a blue table.","[56, 161, 512, 512]",50,1.807577018688813,2135232880,4.21523,2.1000154,0.2225341796875,0.38623046875
2756,teddy bear,377670,779,1024,"teddy bear, A group of teddy bears are dressed in army outfits.","[156, 307, 512, 512]",29,4.331183906260067,1006074700,6.0457826,2.8040526,0.42333984375,0.3916015625
2757,teddy bear,520531,1024,768,"teddy bear, an image of a cat sitting on top of the desk area","[75, 0, 512, 512]",32,6.453450491583366,1171239504,5.2937284,2.5826309,0.349609375,0.42431640625
2758,teddy bear,557916,1024,681,"teddy bear, A little girl sitting at the end of a bed looking at a teddy bear.","[0, 0, 512, 512]",43,5.29956907226817,1754370252,4.779272,2.4307432,0.54296875,0.4521484375
2759,teddy bear,328030,680,1024,"teddy bear, the teddy bear is holding a hockey stick ","[132, 279, 512, 512]",30,8.135720924475056,1084998680,5.7334485,2.679602,0.446533203125,0.40283203125
2760,teddy bear,12670,1023,685,"teddy bear, Someone is holding a large teddy bear in the crowd.","[297, 173, 512, 512]",46,2.755777541311419,1933072943,5.1120176,2.5136719,0.231201171875,0.3837890625
2761,teddy bear,325527,685,512,"teddy bear, a brown teddy bear sitting on a huge box","[98, 0, 512, 512]",25,1.5602814767499709,825039645,4.866533,2.4673917,0.371826171875,0.425537109375
2762,teddy bear,475572,1024,689,"teddy bear, Old fashioned black and white photo in gilded frame next to a teddy bear.","[154, 164, 512, 512]",27,2.138665665159264,914582800,5.3471494,2.6018934,0.2371826171875,0.3720703125
2763,teddy bear,92091,1024,768,"teddy bear, A baby girl chews on a stick with a teddy bear in hand.","[512, 246, 512, 512]",11,9.665034264254464,86984129,4.0391216,2.0106058,0.25439453125,0.41015625
2764,teddy bear,207306,768,1024,"teddy bear, A teddy bear in jail clothes posed on top of a trash can.","[66, 258, 512, 512]",30,2.194970835064874,1058021795,5.3252974,2.5384936,0.1817626953125,0.396240234375
2765,teddy bear,50638,1024,628,"teddy bear, A small boy walking along a path and carrying a teddy bear. ","[466, 92, 512, 512]",29,3.0348849462685425,1014848104,4.853295,2.3497534,0.31640625,0.422119140625
2766,teddy bear,371677,1024,768,"teddy bear, A couple of computer monitors sitting on top of a wooden desk.","[274, 0, 512, 512]",39,4.393507338605968,1521018998,3.3892145,1.7268711,0.5078125,0.42138671875
2767,teddy bear,439773,1024,768,"teddy bear, A baby laying on a floor next to a purple cell phone.","[0, 0, 512, 512]",28,6.610794772067163,946897390,5.4911737,2.6287029,0.1683349609375,0.369384765625
2768,teddy bear,156643,1024,768,"teddy bear, Person cutting cake at a theme restaurant characters in background.","[382, 0, 512, 512]",23,8.038865176023725,693415842,5.22925,2.414999,0.0049514770507812,0.305419921875
2769,teddy bear,145020,1024,577,"teddy bear, Donald Duck talking to Minney Mouse at Disney World at Christmas.","[512, 65, 512, 512]",19,1.2392896102083748,500051954,4.594731,2.2564778,0.3486328125,0.453857421875
2820,tie,60932,1023,685,"tie, A group of people standing in a room.","[511, 161, 512, 512]",31,8.832242835730762,1145441010,5.9864674,2.9038947,0.67138671875,0.43359375
2821,tie,566282,1023,681,"tie, A pair of well dressed men kick a soccer ball on the sidewalk.","[382, 0, 512, 512]",25,3.5813548817879983,821827540,4.1323605,2.1107101,0.70458984375,0.4267578125
2822,tie,509451,1024,768,"tie, A group of people posing for a photograph at a black tie event.","[447, 46, 512, 512]",26,6.428333350464056,847200043,4.8208585,2.3506641,0.61328125,0.41845703125
2823,tie,450075,1024,768,"tie, A person helping a woman put on a tie. ","[192, 256, 512, 512]",24,7.997806746281609,757855135,5.097973,2.4142363,0.2352294921875,0.409423828125
2824,tie,277020,1024,576,"tie, A man sitting at a bar being served by a woman","[212, 64, 512, 512]",35,7.444671666432088,1340589947,5.80301,2.7961617,0.70263671875,0.417724609375
2825,tie,443426,768,1024,"tie, A guy in a suit and tie is posing for the camera. ","[165, 444, 512, 512]",47,9.238421084414568,1938609420,4.494163,2.2982328,0.440673828125,0.391845703125
2826,tie,4134,1024,680,"tie, A man is shaking hands with another man.","[410, 168, 512, 512]",44,8.743542842645962,1786372013,4.3213606,2.1813135,0.62109375,0.435791015625
2827,tie,391722,1016,1024,"tie, A man serving another man a cake with candles on it.","[71, 145, 512, 512]",48,9.264138661438862,2014448640,4.4925833,2.3238392,0.41015625,0.345458984375
2828,tie,562243,1024,1024,"tie, A man in a purple shirt and matching tie looking pensive.","[281, 512, 512, 512]",19,1.2392896102083748,500051954,5.5489388,2.7610462,0.56103515625,0.446533203125
2829,tie,100428,1024,785,"tie, A man is grabbing the tie of another person that appears in the mirror.","[349, 139, 512, 512]",13,4.935232001165579,168571695,6.1066713,2.902148,0.281982421875,0.285400390625
2830,tie,310862,612,612,"tie, Man in vest and tie standing in room.","[0, 100, 512, 512]",17,5.364498942795593,388528798,4.679344,2.3689382,0.6259765625,0.4189453125
2831,tie,334417,1024,677,"tie, A man looks on as he finishes his meal","[299, 165, 512, 512]",42,1.5863877763309675,1701289843,5.2088304,2.5318887,0.62353515625,0.414794921875
2832,tie,423506,768,1024,"tie, Two men standing next to one another, and both are smiling and wearing neckties.","[1, 512, 512, 512]",22,1.0506344561145364,644859804,5.211056,2.444843,0.6513671875,0.40185546875
2833,tie,151657,616,1024,"tie, A man standing next to a woman in a living room.","[1, 131, 512, 512]",48,8.475592932741314,2038980991,4.191888,2.1845822,0.49658203125,0.3896484375
2834,tie,297578,1024,576,"tie, A man walking down a street smoking a cigarette.","[265, 24, 512, 512]",27,9.84972019857558,906032039,5.320837,2.5570714,0.260986328125,0.33056640625
2835,tie,6763,600,800,"tie, A man and a women posing next to one another in front of a table.","[0, 264, 512, 512]",40,8.061488674054116,1579638338,5.8218107,2.824473,0.0198211669921875,0.25244140625
2836,tie,313454,1024,621,"tie, A man standing at a podium at a USINDO luncheon ","[0, 43, 512, 512]",32,3.8404314098044585,1182859276,4.634942,2.3654552,0.266357421875,0.364501953125
2837,tie,170099,1023,764,"tie, a person wearing a suit and tie next to a couch","[0, 252, 512, 512]",31,7.348003341305084,1131072087,4.768355,2.3734963,0.47265625,0.393310546875
2838,tie,347254,600,800,"tie, A man in suit and tie is holding a drink.","[88, 288, 512, 512]",44,3.69262965878422,1827983318,4.0213523,2.0002425,0.1590576171875,0.293212890625
2839,tie,50811,761,719,"tie, am empty bowl and three empty beer bottles in front of a man","[66, 149, 512, 512]",33,7.666736345881738,1217393872,4.77564,2.4086742,0.57275390625,0.4052734375
2840,tie,271997,781,1024,"tie, A photo of a young male in a suit jacket and tie.","[102, 512, 512, 512]",10,3.517724977734583,29768455,5.8488903,2.8261101,0.11358642578125,0.296630859375
2841,tie,32901,720,614,"tie, four men are posing for a picture at an event","[156, 69, 512, 512]",16,8.043318237953184,335554307,4.4356976,2.2586954,0.64453125,0.374755859375
2842,tie,152214,768,1024,"tie, a smiling man wearing a suit and tie in front of a colorful wall","[128, 512, 512, 512]",31,9.88966672205119,1130085198,3.885687,2.0918462,0.68994140625,0.4443359375
2843,tie,58539,1023,674,"tie, A man wearing a suit and tie and red hat with a silver buckle.","[272, 162, 512, 512]",48,9.876146943522146,2002619399,5.1707826,2.5084786,0.607421875,0.40283203125
2844,tie,21167,681,1024,"tie, The couple are dressed up and posing for photos.","[169, 112, 512, 512]",25,8.945763102970082,807025520,4.9499187,2.4603868,0.3251953125,0.37255859375
2845,tie,206025,678,1024,"tie, The man in the business suit wears a striped blue and white tie.","[79, 512, 512, 512]",12,9.21529046605526,126659316,4.1543207,2.0835552,0.63818359375,0.423095703125
2846,tie,412362,1024,798,"tie, A man with a nametag in a suit and tie and two women holding glasses on each side of him.","[290, 249, 512, 512]",20,7.373862226928552,544610078,4.931875,2.5689657,0.6279296875,0.413330078125
2847,tie,571598,1024,768,"tie, three men smiling holding a wii controller in their hands","[0, 256, 512, 512]",19,5.990471895371578,502803994,4.4288993,2.2443802,0.64990234375,0.4443359375
2848,tie,136915,1024,683,"tie, A man who is looking at a baseball bat.","[110, 151, 512, 512]",11,9.309143872631983,78112099,5.07378,2.5713787,0.4697265625,0.398681640625
2849,tie,207585,1024,768,"tie, A group of stuffed animals sitting on top of a wall.","[8, 164, 512, 512]",50,1.807577018688813,2135232880,5.306903,2.572281,0.0574951171875,0.33837890625
2850,tie,505573,575,1023,"tie, A dog wears a tie while on the steps","[32, 227, 512, 512]",29,4.331183906260067,1006074700,4.5732074,2.4018505,0.0073165893554687,0.2489013671875
2851,tie,292082,1024,1024,"tie, an old photo of a little girl sitting on her dads lap ","[94, 337, 512, 512]",32,6.453450491583366,1171239504,5.705426,2.7779596,0.449462890625,0.337646484375
2852,tie,433915,1024,768,"tie, A double image of a comedian and a singer on the television screen.  ","[143, 256, 512, 512]",43,5.29956907226817,1754370252,4.1475625,2.1096625,0.458251953125,0.3193359375
2853,tie,527616,1024,793,"tie, A television screen in an open space at a political function.","[241, 0, 512, 512]",30,8.135720924475056,1084998680,5.227976,2.5862677,0.62548828125,0.485107421875
2854,tie,271116,1024,679,"tie, Two men sitting in chairs at a table with cell phones in their hands. ","[25, 135, 512, 512]",46,2.755777541311419,1933072943,4.3139415,2.124641,0.04351806640625,0.312744140625
2855,tie,244496,566,1024,"tie, A person with a tie and a suit.","[8, 373, 512, 512]",25,1.5602814767499709,825039645,4.1334915,2.1432953,0.5185546875,0.40234375
2856,tie,263969,1024,976,"tie, Man and woman holding a knife up to a small cake. ","[427, 135, 512, 512]",27,2.138665665159264,914582800,5.7184167,2.7324235,0.37451171875,0.360595703125
2857,tie,287527,720,720,"tie, two people standing side by side smiling and one wearing a tie","[208, 208, 512, 512]",11,9.665034264254464,86984129,4.782204,2.3958058,0.6240234375,0.439208984375
2858,tie,11051,1024,857,"tie, A young girl wearing a formal dress, and young man in a tie.","[105, 242, 512, 512]",29,3.0348849462685425,1014848104,5.5015726,2.805256,0.54931640625,0.403564453125
2859,tie,25393,1024,768,"tie, a couple of men in ties are outside","[450, 146, 512, 512]",39,4.393507338605968,1521018998,4.8442564,2.4217143,0.68896484375,0.3984375
2860,tie,411953,700,525,"tie, Man wearing a white shirt and black tie playing a guitar. ","[38, 13, 512, 512]",28,6.610794772067163,946897390,4.8821063,2.4302087,0.6083984375,0.387451171875
2861,tie,172877,1024,768,"tie, A man in a shirt and tie sitting on a white chair next to a lamp.","[238, 134, 512, 512]",23,8.038865176023725,693415842,5.518772,2.7766073,0.6298828125,0.368896484375
2862,tie,18770,1023,685,"tie, A man in a suit with a blue tie and vest.","[247, 173, 512, 512]",17,1.7078400439235306,411317620,5.39296,2.600862,0.5107421875,0.373046875
2863,tie,8532,1023,681,"tie, A man wearing a cat and sunglasses with a red neck tie.","[476, 169, 512, 512]",40,9.381137078287315,1594737559,5.2623386,2.521429,0.53515625,0.42919921875
2864,tie,417632,1024,768,"tie, A man pouring wine into two other mens wine glasses","[503, 0, 512, 512]",20,7.865125519139077,548344684,5.128383,2.4882793,0.67578125,0.42626953125
2865,tie,131938,741,1024,"tie, Cat sitting up with a fake tie around it's neck.","[105, 274, 512, 512]",10,3.888677059518759,27700026,5.4934316,2.5803127,0.0950927734375,0.328125
2866,tie,476514,681,1024,"tie, two people in a field wearing a dress and a suit and tie","[169, 174, 512, 512]",46,2.7039881748540786,1901078373,6.0445356,2.959123,0.50634765625,0.367431640625
2867,tie,383842,1024,695,"tie, A lady hold a game controller, pointed towards a laptop.","[226, 0, 512, 512]",33,6.363575990083298,1245682962,5.9615345,2.8965783,0.5263671875,0.36376953125
2868,tie,456559,1024,768,"tie, A man with a hat and a tie standing.","[340, 256, 512, 512]",12,6.352203040853406,143465762,4.884789,2.294097,0.369140625,0.376953125
2869,tie,131444,768,1024,"tie, A man with a suit and tie and a fedora on.","[100, 512, 512, 512]",24,3.407215229474313,783154264,4.4197884,2.3070145,0.650390625,0.416748046875
1032,clock,173057,768,1024,"clock, A large clock tower in front of a building next to a fountain.","[106, 0, 512, 512]",31,8.832242835730762,1145441010,3.7123947,1.9651923,0.580078125,0.453857421875
1033,clock,31749,1024,1024,"clock, A demonic looking chucky like doll standing next to a white clock.","[35, 321, 512, 512]",25,3.5813548817879983,821827540,5.5048795,2.6050413,0.484130859375,0.35498046875
1034,clock,479248,1024,768,"clock, A flat screen tv on a wooden tv stand.","[512, 256, 512, 512]",26,6.428333350464056,847200043,4.9569755,2.415368,0.53955078125,0.430908203125
1035,clock,395801,1024,768,"clock, A street lined with cones with people up and down the sidewalk.","[507, 0, 512, 512]",24,7.997806746281609,757855135,4.9744635,2.3893754,0.59228515625,0.415771484375
1036,clock,400922,1024,768,"clock, A sign hanging of the side of a building on top of a clock.","[254, 256, 512, 512]",35,7.444671666432088,1340589947,4.5435834,2.3669314,0.529296875,0.43896484375
1037,clock,372260,683,1024,"clock, A car parked by a clock and some flowers.","[121, 0, 512, 512]",47,9.238421084414568,1938609420,4.159143,2.0313396,0.475341796875,0.413330078125
1038,clock,191013,758,1024,"clock, A large clock on the side of a building above cars on the street.","[122, 230, 512, 512]",44,8.743542842645962,1786372013,5.152497,2.5682113,0.45361328125,0.423828125
1039,clock,344614,765,1024,"clock, A clock town sits in the middle of a city.","[253, 0, 512, 512]",48,9.264138661438862,2014448640,4.417109,2.2250504,0.46484375,0.417236328125
1040,clock,392228,768,1024,"clock, A building with a very pointy roof and a clock.","[128, 491, 512, 512]",19,1.2392896102083748,500051954,5.4724874,2.679178,0.5537109375,0.44775390625
1041,clock,427055,1024,768,"clock, a big clock on a blue pole in a small downtown town","[464, 0, 512, 512]",13,4.935232001165579,168571695,5.0697603,2.5100486,0.43798828125,0.431396484375
1042,clock,544306,612,612,"clock, The Big Ben clock tower towering over the city of London.","[100, 100, 512, 512]",17,5.364498942795593,388528798,4.6819296,2.3249676,0.57958984375,0.39794921875
1043,clock,334399,1024,768,"clock, A man standing in front of a clock.","[323, 187, 512, 512]",42,1.5863877763309675,1701289843,4.5920405,2.2104418,0.491455078125,0.427734375
1044,clock,330818,682,1024,"clock, A young man is working behind a counter. ","[170, 0, 512, 512]",22,1.0506344561145364,644859804,4.9252143,2.4254148,0.5146484375,0.4365234375
1045,clock,106563,612,612,"clock, A clock that is hanging underneath a glass arch.","[50, 100, 512, 512]",48,8.475592932741314,2038980991,4.591749,2.1905077,0.5771484375,0.42138671875
1046,clock,111179,768,1024,"clock, A church steeple that has a clock on it","[46, 71, 512, 512]",27,9.84972019857558,906032039,5.6379204,2.6994476,0.57958984375,0.43115234375
1047,clock,573008,1024,768,"clock, A large Colgate clock is by the water.","[196, 156, 512, 512]",40,8.061488674054116,1579638338,4.1734986,2.1298475,0.498046875,0.390869140625
1048,clock,267351,1024,681,"clock, A large clock tower is yellow and white.","[304, 169, 512, 512]",32,3.8404314098044585,1182859276,4.72588,2.4120815,0.48583984375,0.366455078125
1049,clock,98392,768,1024,"clock, A large clock tower in the middle of a street.","[132, 0, 512, 512]",31,7.348003341305084,1131072087,4.825807,2.380568,0.321533203125,0.406005859375
1050,clock,156278,1024,680,"clock, a massive variety of pots and other objects are displayed along a long kitchen counter with a sink and a clock on the wall.","[480, 0, 512, 512]",44,3.69262965878422,1827983318,4.433816,2.2650495,0.59619140625,0.4296875
1051,clock,156292,685,1023,"clock, A woman standing in front of an outdoor wall decorated with images and clocks.","[68, 235, 512, 512]",33,7.666736345881738,1217393872,4.429239,2.1818986,0.44677734375,0.31591796875
1052,clock,36494,1024,694,"clock, This crowded restaurant has an enormous clock on the wall","[509, 0, 512, 512]",10,3.517724977734583,29768455,4.475947,2.0294514,0.383056640625,0.374755859375
1053,clock,418961,1024,683,"clock, Closeup of a decorative gold and grey clock.","[102, 171, 512, 512]",16,8.043318237953184,335554307,5.4921365,2.6456902,0.56787109375,0.414306640625
1054,clock,384661,800,600,"clock, An oven with a stove, pots and utensils, and a refrigerator next to it.","[58, 0, 512, 512]",31,9.88966672205119,1130085198,4.3643813,2.3018556,0.354736328125,0.30224609375
1055,clock,180383,1024,768,"clock, The television, in a plastic cow, is on.","[0, 256, 512, 512]",48,9.876146943522146,2002619399,4.8670983,2.439726,0.6171875,0.414306640625
1056,clock,233139,1024,683,"clock, A display of clocks inside a shop window.","[0, 160, 512, 512]",25,8.945763102970082,807025520,6.123997,2.8355048,0.51123046875,0.40185546875
1057,clock,482487,768,1024,"clock, Two small clocks sit behind a glass window.","[48, 56, 512, 512]",12,9.21529046605526,126659316,4.401194,2.2077665,0.60986328125,0.4169921875
1058,clock,455352,1024,848,"clock, a bell tower with a clock built inside of it ","[304, 336, 512, 512]",20,7.373862226928552,544610078,4.9765534,2.460138,0.576171875,0.458251953125
1059,clock,282298,1024,768,"clock, People walking and loitering around a train station clock and ticket machines","[512, 0, 512, 512]",19,5.990471895371578,502803994,3.3898077,1.5833137,0.537109375,0.388916015625
1060,clock,135890,685,1023,"clock, A large stone building with a clock on it","[52, 0, 512, 512]",50,1.807577018688813,2135232880,5.0566607,2.5044048,0.1671142578125,0.391357421875
1061,clock,43737,768,1024,"clock, A metal clock tower on a sidewalk in front of a bulding.","[0, 35, 512, 512]",29,4.331183906260067,1006074700,4.9899464,2.4716609,0.452880859375,0.439208984375
1062,clock,565469,682,1024,"clock, there is a very tall tower with a clock at the top","[43, 0, 512, 512]",32,6.453450491583366,1171239504,4.282397,2.0947905,0.339111328125,0.309814453125
1063,clock,565989,700,933,"clock, Large clock sitting on the side of a large building. ","[63, 178, 512, 512]",43,5.29956907226817,1754370252,4.313701,2.218337,0.57177734375,0.339111328125
1064,clock,459500,768,1024,"clock, A clock between two bronze flamingo statues on a black box.","[211, 0, 512, 512]",30,8.135720924475056,1084998680,3.554139,1.7525246,0.576171875,0.447998046875
1065,clock,242411,662,1000,"clock, A clock tower on top of a store building in a busy city.","[27, 170, 512, 512]",46,2.755777541311419,1933072943,5.229791,2.4832604,0.52490234375,0.445068359375
1066,clock,545007,680,1024,"clock, A clock tower with a statue on top of it","[168, 354, 512, 512]",25,1.5602814767499709,825039645,5.3306527,2.5569777,0.468017578125,0.435546875
1067,clock,218362,1024,682,"clock, A large digital clock mounted to a wall.","[275, 0, 512, 512]",27,2.138665665159264,914582800,5.484664,2.5628397,0.1668701171875,0.324951171875
